,time,character,quote,location,description,Sentiment
656,656,Joyce,AUGH! We can't fit!,ABSTRACT THOUGHT BUILDING,"Sandra and Bing Bong follow and try to squeeze through. But because of the broken perspective, they are now all HUGE compared to the door.",0
657,657,Sandra,"Oh no, we're nonfigurative. This is the last stage!",ABSTRACT THOUGHT BUILDING,POP! They abstract into ABSTRACT COLORED BLOBS.,0
658,658,BING BONG,We're not going to make it!,ABSTRACT THOUGHT BUILDING,POP! They abstract into ABSTRACT COLORED BLOBS.,0
659,659,Sandra,Wait! We're two dimensional. Fall on your face! (crawls like an inchworm),ABSTRACT THOUGHT BUILDING,Sandra slumps to the ground... and becomes a line!,1
660,660,Joyce,Oh!,ABSTRACT THOUGHT BUILDING,Sandra slumps to the ground... and becomes a line!,0
661,661,Joyce,Wait! Stop! Stop! STOP!,ABSTRACT THOUGHT BUILDING,"The three lines land outside just as the train pulls out. They get up to go, but as lines they can barely move.",0
662,662,Joyce,(to Bing Bong) I thought you said that was a shortcut.,ABSTRACT THOUGHT BUILDING,POP! Joyce goes from non-representational to two-dimensional. She falls down flat as the train speeds off. POP! The three transform back to normal.,0
663,663,BING BONG,"I did, but wow, we should NOT have gone in there. That was dangerous! They really should put up a sign.",ABSTRACT THOUGHT BUILDING,POP! Joyce goes from non-representational to two-dimensional. She falls down flat as the train speeds off. POP! The three transform back to normal.,0
664,664,Joyce,How long till the next train?,ABSTRACT THOUGHT BUILDING,POP! Joyce goes from non-representational to two-dimensional. She falls down flat as the train speeds off. POP! The three transform back to normal.,0
665,665,BING BONG,"Who knows? But don't worry. There's another station. That way! (points O.S.) The train always stops there right before it goes to Headquarters. If we hurry, we can catch it!",ABSTRACT THOUGHT BUILDING,POP! Joyce goes from non-representational to two-dimensional. She falls down flat as the train speeds off. POP! The three transform back to normal.,1
666,666,Joyce,"This isn't another one of your short cuts, is it?",ABSTRACT THOUGHT BUILDING,POP! Joyce goes from non-representational to two-dimensional. She falls down flat as the train speeds off. POP! The three transform back to normal.,0
667,667,BING BONG,(laughing exuberantly) Yeah!,ABSTRACT THOUGHT BUILDING,POP! Joyce goes from non-representational to two-dimensional. She falls down flat as the train speeds off. POP! The three transform back to normal.,0
668,668,Joyce,(to Sandra) Is there really another station?,ABSTRACT THOUGHT BUILDING,Joyce skeptically watches him head off.,0
669,669,Sandra,Uh-huh. Through there.,ABSTRACT THOUGHT BUILDING,Joyce skeptically watches him head off.,0
670,670,BING BONG,Welcome to Imaginationland!,ABSTRACT THOUGHT BUILDING,Bing Bong leads them towards the impressive gates of...,0
671,671,Joyce,Imaginationland?,IMAGINATIONLAND,Bing Bong leads them towards the impressive gates of...,0
672,672,BING BONG,"Sure! I come here all the time. I'm practically the mayor. Hey, you guys hungry? There's French Fry Forest! (starts eating) Nom nom nom, delicious!",IMAGINATIONLAND,Bing Bong leads them towards the impressive gates of...,0
673,673,Joyce,No way!,IMAGINATIONLAND,Joyce is loving this.,0
674,674,BING BONG,Check it out! Trophy Town! Medals! Ribbons! Everyone's a winner!,IMAGINATIONLAND,Joyce is loving this.,0
675,675,BING BONG,I won first place!,IMAGINATIONLAND,Bing Bong kicks a soccer ball into a giant goal and workers appear out of nowhere to shower him with awards.,1
676,676,Joyce,Me too!,IMAGINATIONLAND,Workers give Joyce a medal and Sandra a ribbon.,0
677,677,Sandra,Hohh... Participation award...,IMAGINATIONLAND,Workers give Joyce a medal and Sandra a ribbon.,0
678,678,Joyce,"Wait, is that-- Sandra, look, it's Cloud Town! That is my favorite!",IMAGINATIONLAND,Workers give Joyce a medal and Sandra a ribbon.,0
679,679,Joyce,It's so soft!,IMAGINATIONLAND,Joyce rips off a chunk of cloud and floats up into the air.,0
680,680,BING BONG,Woah! Let me try!,IMAGINATIONLAND,Joyce jumps down and runs off.,0
681,681,CLOUD MAN,"Hey! What's the big idea? You'd better fix that wall, or else you're in big troub--",IMAGINATIONLAND,"Bing Bong rips off some cloud. A CLOUD MAN emerges from the house, angry.",1
682,682,Joyce,"Oh no, lava! Whooo!",IMAGINATIONLAND,Joyce and Bing Bong gleefully jump between couch cushions.,0
683,683,BING BONG,Whawhoooo! Imaginationland is the best!,IMAGINATIONLAND,Joyce and Bing Bong gleefully jump between couch cushions.,0
684,684,Sandra,Is it all going to be so interactive?,IMAGINATIONLAND,"Sandra tries to jump to a rock, barely makes it.",0
685,685,BING BONG,"Hey, look! The House of Cards!! Ooh, wait, hang on just a minute...",IMAGINATIONLAND,"Sandra tries to jump to a rock, barely makes it.",-1
686,686,Joyce,Your rocket!,IMAGINATIONLAND,"From a nearby garage made of cards, Bing Bong pulls a wagon.",0
687,687,BING BONG,Yeah! I stashed it in there for safekeeping. Now I'm all set to take Riley to the MOON!,IMAGINATIONLAND,"From a nearby garage made of cards, Bing Bong pulls a wagon.",0
688,688,BING BONG,"Oh, I'm sorry.",IMAGINATIONLAND,He gestures proudly -- accidentally knocking over the house.,0
689,689,HOUSE OF CARDS WORKER,Great.,IMAGINATIONLAND,He gestures proudly -- accidentally knocking over the house.,0
690,690,Joyce,I love Imaginationland!,IMAGINATIONLAND,He gestures proudly -- accidentally knocking over the house.,1
691,691,BING BONG,"Isn't it great? And there's always something new, like...",IMAGINATIONLAND,He gestures proudly -- accidentally knocking over the house.,0
692,692,BING BONG,Who the heck is that?,IMAGINATIONLAND,A giant machine. A conveyer belt reveals a handsome teenager.,-1
693,693,BOYFRIEND GENERATOR WORKER,Imaginary Boyfriend.,IMAGINATIONLAND,A giant machine. A conveyer belt reveals a handsome teenager.,0
694,694,IMAGINARY BOYFRIEND,I would die for Riley.,IMAGINATIONLAND,A giant machine. A conveyer belt reveals a handsome teenager.,-1
695,695,BING BONG,I've never seen him before.,IMAGINATIONLAND,Joyce grimaces.,0
696,696,IMAGINARY BOYFRIEND,I live in Canada.,IMAGINATIONLAND,Joyce grimaces.,0
697,697,BING BONG,"Anyway. This way, through Preschool World! We're nearly to the train!",IMAGINATIONLAND,Joyce grimaces.,0
698,698,Joyce,"Riley, here we come!",IMAGINATIONLAND,Joyce grimaces.,0
699,699,MOM,"This should be fun. New team, new friends! These kids look pretty good -- considering they're from San Francisco. Heh heh!",HOCKEY RINK,Mom and Riley sit on the bleachers.,2
700,700,HOCKEY COACH,"Okay Andersen, you're up!",HOCKEY RINK,Mom and Riley sit on the bleachers.,0
701,701,RILEY,I gotta go.,HOCKEY RINK,Mom and Riley sit on the bleachers.,0
702,702,MOM,"Okay. Good luck, sweetie!",HOCKEY RINK,Riley heads onto the ice.,0
703,703,Diane,"Luck isn't gonna help us now. If she tries to use Hockey Island, it's going down.",HEADQUARTERS,Riley heads onto the ice.,0
704,704,Felipe,Which is why I've recalled every hockey memory I can think of.,HEADQUARTERS,Riley heads onto the ice.,0
705,705,Felipe,One of these has got to work in place of the core memory.,HEADQUARTERS,The Emotions are standing ankle deep in memories.,1
706,706,Angelo,She's about to play!/Hurry!,HEADQUARTERS,O.S. Hockey whistle.,0
708,708,Felipe,Ha ha! We did it gang! It's working--,HEADQUARTERS,"Out the window, Hockey Island lights up feebly.",0
709,709,HOCKEY COACH,Line change! Line change! Change it up! Change it up!,HOCKEY RINK,Riley struggles to dribble the puck.,0
710,710,Diane,(hiding behind a sofa) It's like we don't learn anything.,HEADQUARTERS,"Felipe frantically loads memories into the Holder, which spits them out like dodge balls. Diane and Angelo run for cover. The Holder spins furiously, flinging Felipe against the window. Memories pelt him.",1
711,711,HOCKEY COACH,Let's pick it up out there!,HOCKEY RINK,"Felipe frantically loads memories into the Holder, which spits them out like dodge balls. Diane and Angelo run for cover. The Holder spins furiously, flinging Felipe against the window. Memories pelt him.",0
712,712,Angelo,That's it!,HEADQUARTERS,"Riley attempts to slap the puck, misses, and TRIPS.",0
713,713,Felipe,"No, no, no, breathe! Find your happy place--",HEADQUARTERS,"Riley attempts to slap the puck, misses, and TRIPS.",1
714,714,MOM,"Riley, what's wrong?",HOCKEY RINK,"Mom stands up, concerned. Riley heads to the stands and removes her skates.",0
715,715,RILEY,Let's go.,HOCKEY RINK,"Mom stands up, concerned. Riley heads to the stands and removes her skates.",0
716,716,MOM,You're not going to finish tryouts?,HOCKEY RINK,"Mom stands up, concerned. Riley heads to the stands and removes her skates.",0
717,717,RILEY,What's the point?,HOCKEY RINK,"Mom stands up, concerned. Riley heads to the stands and removes her skates.",0
718,718,MOM,"Hey, it'll be alright. Let's just--",HOCKEY RINK,"Mom stands up, concerned. Riley heads to the stands and removes her skates.",0
719,719,RILEY,Stop saying everything will be alright!,HOCKEY RINK,"Mom stands up, concerned. Riley heads to the stands and removes her skates.",0
720,720,Joyce,"Hockey? Oh no... no, she loves hockey. She can't give up hockey.",IMAGINATIONLAND,Boom! Joyce turns around and watches Hockey Island crumble.,1
721,721,Joyce,"Bing Bong, we have to get to that station.",IMAGINATIONLAND,Joyce pulls out the HOCKEY CORE MEMORY: Riley's first goal.,0
722,722,BING BONG,"Sure thing. This way, just past Graham Cracker Castle. Hey. That's weird. Graham Cracker Castle used to be right here. I wonder why they moved it?",IMAGINATIONLAND,Joyce pulls out the HOCKEY CORE MEMORY: Riley's first goal.,2
723,723,BING BONG,"Wow, that's not... I would have sworn Sparkle Pony Mountain was right here. Hey, what's going on?",IMAGINATIONLAND,"He walks on, concerned, LEAVING HIS WAGON BEHIND HIM.",1
724,724,Joyce,"Yeah, yeah, I dunno, we'll have to come back--",IMAGINATIONLAND,"He walks on, concerned, LEAVING HIS WAGON BEHIND HIM.",0
725,725,BING BONG,Princess Dream World!,IMAGINATIONLAND,"He walks on, concerned, LEAVING HIS WAGON BEHIND HIM.",0
726,726,BING BONG,Oh no! The Stuffed Animal Hall of Fame!,IMAGINATIONLAND,A wrecking ball hits a pink castle. Glitter dust plumes.,0
727,727,BING BONG,"My rocket! (running after them) Wait! Riley and I, we're still using that rocket! It still has some song power left!! (sings) Who's your friend who likes to play?",IMAGINATIONLAND,"RIIIP! The head of a bear comes off. Too late, Bing Bong notices some construction workers CARRYING AWAY HIS ROCKET.",1
728,728,BING BONG,Nooo!!! No! No! No! You can't take my rocket to the dump! Riley and I are going to the MOON! Ahhh!,IMAGINATIONLAND,"THE ROCKET RESPONDS weakly, propelling it forward. The workers toss it onto a junk pile. A bulldozer pushes the pile towards the CLIFF EDGE.",0
729,729,BING BONG,Riley can't be done with me.,IMAGINATIONLAND,"Over it goes, into the darkness.",0
730,730,Joyce,"Hey, it's going to be okay. We can fix this! We just need to get back to Headquarters. Which way to the train station?",IMAGINATIONLAND,"Bing Bong sits, stunned.  Joyce approaches gingerly.",0
731,731,BING BONG,(still stunned) I had a whole trip planned for us.,IMAGINATIONLAND,"Bing Bong sits, stunned.  Joyce approaches gingerly.",0
732,732,Joyce,"Hey, who's ticklish, huh? Here comes the tickle monster...",IMAGINATIONLAND,Joyce tries another tactic.,1
733,733,Joyce,"Hey! Bing Bong, look at this! Dohoioih!",IMAGINATIONLAND,No response.,0
734,734,Joyce,"Oh, here's a fun game! You point to the train station and we all go there! Won't that be fun? Come on, let's go to the train station!",IMAGINATIONLAND,She makes a silly face. Nothing.,1
735,735,Sandra,"(sits beside Bing Bong) I'm sorry they took your rocket. They took something that you loved. It's gone, forever.",IMAGINATIONLAND,"Joyce walks off, attempting to lead.",-1
736,736,Joyce,"Sandra, don't make him feel worse.",IMAGINATIONLAND,"Joyce walks off, attempting to lead.",0
737,737,Sandra,Sorry.,IMAGINATIONLAND,"Joyce walks off, attempting to lead.",0
738,738,BING BONG,It's all I had left of Riley.,IMAGINATIONLAND,"Joyce walks off, attempting to lead.",0
739,739,Sandra,I bet you and Riley had great adventures.,IMAGINATIONLAND,"Joyce walks off, attempting to lead.",1
740,740,BING BONG,They were wonderful. Once we flew back in time. We had breakfast twice that day.,IMAGINATIONLAND,"Joyce walks off, attempting to lead.",0
741,741,Sandra,That's sounds amazing. I bet Riley liked it.,IMAGINATIONLAND,"Joyce walks off, attempting to lead.",1
742,742,BING BONG,Oh she did. We were best friends.,IMAGINATIONLAND,"Joyce walks off, attempting to lead.",1
743,743,Sandra,Yeah. It's sad.,IMAGINATIONLAND,"Joyce walks off, attempting to lead.",0
744,744,BING BONG,"I'm okay now. (stands) C'mon, the train station is this way.",IMAGINATIONLAND,Bing Bong puts his head on Sandra' shoulder and CRIES. Sandra keeps her arm around him until he's done.,0
745,745,Joyce,How did you do that?,IMAGINATIONLAND,He walks off. Joyce and Sandra follow.,0
746,746,Sandra,"I don't know. He was sad, so I listened to what--",IMAGINATIONLAND,He walks off. Joyce and Sandra follow.,0
747,747,BING BONG,"Hey, there's the train!",IMAGINATIONLAND,He walks off. Joyce and Sandra follow.,0
748,748,Joyce,We made it! We're finally going to get home!,TRAIN CAR,Our trio climb aboard just as the train moves.,0
749,749,Joyce,Oh no! These Facts and Opinions look so similar!,TRAIN CAR,"Twirling, she knocks over two boxes labeled FACTS and OPINIONS. Small objects spill out of both.",0
750,750,BING BONG,"Eh, don't worry about it -- happens all the time.",TRAIN CAR,He dumps them into the FACTS box.,-1
751,751,Diane,"On a scale of one to ten, I give this day an F.",HEADQUARTERS,Riley drops her gear and throws herself on her sleeping bag.,0
752,752,Angelo,Well why don't we quit standing around and DO something?,HEADQUARTERS,Riley drops her gear and throws herself on her sleeping bag.,0
753,753,Diane,"Like what, genius?",HEADQUARTERS,Riley drops her gear and throws herself on her sleeping bag.,0
754,754,Felipe,Like quitting! That's what I'm doing.,HEADQUARTERS,Felipe enters with a suitcase.,0
755,755,Felipe,"Sure, it's the coward's way out. But this coward is gonna survive!",HEADQUARTERS,He stomps on the recall button.,-1
756,756,Diane,"Emotions can't quit, genius.",HEADQUARTERS,"The tube drops over him, but pummels Felipe with dozens of memories. The tube shuts off and retracts. Felipe drops to the floor in pain.",0
757,757,Diane,Euch! I thought we were supposed to be keeping Riley happy.,HEADQUARTERS,Felipe spits up a memory.,0
758,758,Angelo,Wait a minute. Wait a minute!,HEADQUARTERS,Felipe spits up a memory.,0
759,759,Angelo,Ah ha!,HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,0
760,760,Felipe,What is it?,HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,0
761,761,Angelo,(holds up the lightbulb) Oh nothing. Just the best idea ever.,HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,1
762,762,Diane,What?,HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,0
763,763,Angelo,"All the good core memories were made in Minnesota. Ergo, we go back to Minnesota and make more. Ta-da!",HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,1
764,764,Felipe,Wait. You're saying we run away?,HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,0
765,765,Angelo,"Well, I wouldn't call it that. I'd call it, The Happy Core Memory Development Program.",HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,0
766,766,Felipe,You can't be serious.,HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,0
767,767,Angelo,Hey. Our life was perfect until Mom and Dad decided to move to San Fran Stinktown.,HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,1
768,768,Felipe,"But, I mean, it's just so drastic!",HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,0
769,769,Angelo,Need I remind you of how great things were there? Our room? Our back yard? Our friends?,HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,1
770,770,GUM MEMORY,Tripledent gum will make you smile! Tripledent gum it lasts--,HEADQUARTERS,He punches up a memory. It plays on the screen.,0
771,771,Angelo,"Did I ASK for the gum commercial?!?! (he ejects the memory) Anyway, it was better, that's my point.",HEADQUARTERS,He punches up a memory. It plays on the screen.,0
772,772,Diane,(considering) Riley was happier in Minnesota...,HEADQUARTERS,He punches up a memory. It plays on the screen.,1
773,773,Felipe,"Wait, hold on. Shouldn't we just sleep on this or something?",HEADQUARTERS,He punches up a memory. It plays on the screen.,0
774,774,Angelo,"Fine. Let's sleep on it. Because hey, I'm sure jolly fun-filled times are just around the corner.",HEADQUARTERS,He punches up a memory. It plays on the screen.,1
775,775,Joyce,Huh?,LONG-TERM MEMORY,The train slows to a stop.,0
776,776,Joyce,Hey hey! Why aren't we moving?,LONG-TERM MEMORY,The engineer and his assistant hop off the engine.,0
777,777,TRAIN ENGINEER,Riley's gone to sleep. We're all on break.,LONG-TERM MEMORY,The engineer and his assistant hop off the engine.,0
778,778,Sandra,You mean we're stuck here until morning?,LONG-TERM MEMORY,The engineer and his assistant hop off the engine.,-1
779,779,BING BONG,"Yeah, the Train of Thought doesn't run while she's asleep.",LONG-TERM MEMORY,The engineer and his assistant hop off the engine.,0
780,780,Joyce,"Oh, we can't wait that long!",LONG-TERM MEMORY,The engineer and his assistant hop off the engine.,0
781,781,Sandra,How about we wake her up?,LONG-TERM MEMORY,The engineer and his assistant hop off the engine.,0
782,782,Joyce,"Sandra, that's ridiculous. How could we possibly...",LONG-TERM MEMORY,The engineer and his assistant hop off the engine.,0
783,783,Joyce,How about we wake her up!?,LONG-TERM MEMORY,She follows Sandra' gaze and spots DREAM PRODUCTIONS.,0
784,784,Sandra,"Great idea, Joyce.",LONG-TERM MEMORY,She follows Sandra' gaze and spots DREAM PRODUCTIONS.,0
785,785,Joyce,Thanks. Come on!,LONG-TERM MEMORY,She follows Sandra' gaze and spots DREAM PRODUCTIONS.,0
786,786,Joyce,Whoa! This place is huge.,DREAM PRODUCTIONS,Pan down from the DREAM PRODUCTIONS GATE: a busy backlot.,0
787,787,Sandra,"Yeah, it looks so much smaller than I expected.",DREAM PRODUCTIONS,Pan down from the DREAM PRODUCTIONS GATE: a busy backlot.,0
788,788,BING BONG,Whoa! I Can Fly? I love that one!,DREAM PRODUCTIONS,They walk past dream movie posters.,1
789,789,Joyce,Rainbow Unicorn! She's RIGHT THERE!,DREAM PRODUCTIONS,Joyce spots a Unicorn sitting in a director's chair.,0
790,790,Sandra,My friend says you're famous. She wants your autograph.,DREAM PRODUCTIONS,Joyce tries to play it cool as they walk past.,0
791,791,Joyce,"No, no, Sandra, don't bother Miss Unicorn, okay? (to unicorn) Sorry, she's from outta town. So embarrassing, right?",DREAM PRODUCTIONS,Joyce tries to play it cool as they walk past.,-1
792,792,Joyce,"I loved you in Fairy Dream Adventure Part 7. Okay, bye. I love you.",DREAM PRODUCTIONS,She pushes Sandra away. Joyce pops back in.,2
793,793,BING BONG,"Huh. Wonder what that means. Oh well, let's go in!",DO NOT ENTER WHEN LIGHT FLASHING.,"They reach STAGE B. A sign below a red flashing light reads,",0
794,794,DREAM DIRECTOR,"Set up the classroom set!  Today's memories are in, we've got a lot to work with here. Riley dumped her best friend, had a miserable day at school, and quit hockey. The writers have put together a killer script!",BUS,Workers scramble to get ready for the production.  A Director distributes scripts.,-1
795,795,Felipe,"(grumbling to self) Just because Joyce and Sandra are gone, I have to do stupid dream duty...",HEADQUARTERS,Felipe enters drinking tea.,-1
796,796,Joyce,"Okay, how are we gonna wake her up?",STAGE B,"Joyce, Sandra and Bing Bong watch from behind boxes.",0
797,797,Sandra,"Well, she wakes up sometimes when she has a scary dream. We could scare her.",STAGE B,"Joyce, Sandra and Bing Bong watch from behind boxes.",-2
798,798,Joyce,"Scare her? No no, she's been through enough already.",STAGE B,"Joyce, Sandra and Bing Bong watch from behind boxes.",1
799,799,Sandra,But Joyce--,STAGE B,"Joyce, Sandra and Bing Bong watch from behind boxes.",0
800,800,Joyce,"Sandra you may know your way around down here, but I know Riley! We're gonna make her so happy she'll wake up with exhilaration! We'll excite her awake!",STAGE B,"Joyce, Sandra and Bing Bong watch from behind boxes.",2
801,801,Sandra,That's never happened before.,STAGE B,"Joyce, Sandra and Bing Bong watch from behind boxes.",0
802,802,Joyce,"Ooh, Riley loves dogs. Put this on!",STAGE B,Joyce spots a nearby dog costume and tosses it to Sandra.,1
803,803,Sandra,I don't think that'll work.,STAGE B,Joyce spots a nearby dog costume and tosses it to Sandra.,0
804,804,Joyce,Bing Bong.,STAGE B,Joyce spots a nearby dog costume and tosses it to Sandra.,0
805,805,BING BONG,Yeah?,STAGE B,Joyce spots a nearby dog costume and tosses it to Sandra.,0
806,806,Joyce,Don't let anything happen to these.,STAGE B,She gives him the satchel containing the CORE MEMORIES.,0
807,807,BING BONG,Got it!,STAGE B,She gives him the satchel containing the CORE MEMORIES.,0
808,808,DREAM DIRECTOR,Mm hm.  Add the reality distortion filter.,CLASSROOM,DREAM DIRECTOR checks the monitor.,-1
809,809,DREAM DIRECTOR,"Love it. (to actors) Remember, play to the camera, everyone! Riley is the camera! Makeup, get out of there, we are on in 5,4,3...",CLASSROOM,"A WORKER slips a filter over the camera lens, transforming the MIND WORKERS into replicates of Riley's classmates.",0
810,810,EXTRA,"Hello class. Before we begin today's pop quiz, which counts for 90% of your final grade...",CLASSROOM,A UNION HARP PLAYER strums: the dream is starting. From the camera's POV: the classroom set. STUDENTS at desks. An EXTRA playing Riley's teacher reads cue cards badly.,0
811,811,Felipe,"Man, she is one bad actress.",HEADQUARTERS,A UNION HARP PLAYER strums: the dream is starting. From the camera's POV: the classroom set. STUDENTS at desks. An EXTRA playing Riley's teacher reads cue cards badly.,-1
812,812,EXTRA,...I want to introduce our new student. Riley. Would you like to stand up and introduce yourself?,CLASSROOM,The CUE CARD GUY flips over the next card.,1
813,813,DREAM DIRECTOR,Camera.,CLASSROOM,The CUE CARD GUY flips over the next card.,0
814,814,DREAM DIRECTOR,And... cue Riley.,CLASSROOM,The camera adjusts as if Riley is standing.,0
815,815,RILEY VOICE,"My name's Riley Andersen, I'm from Minnesota and now I live here.",CLASSROOM,A CREW MEMBER clears his throat and reads into a megaphone.,0
816,816,DREAM STUDENT #1,"Ew, look! Her teeth are falling out!",CLASSROOM,A STUDENT points to the camera.,-1
817,817,Felipe,"(dismissive) Pff, teeth falling out, I'm used to that one. Let me guess, we have no pants on.",HEADQUARTERS,A crew member drops handfuls of teeth in front of the camera.,-1
818,818,DREAM STUDENT #2,Hey look! She came to school with no pants on!,ON THE SCREEN:,A crew member drops handfuls of teeth in front of the camera.,0
819,819,Felipe,Called it!,ON THE SCREEN:,The camera adjusts down to reveal Riley's bare legs. Riley's hands try to block them.,0
820,820,Joyce,Ready?,STAGE B,"Joyce and Sandra are in the dog costume, waiting to go on.",0
821,821,Sandra,I don't think this happy thing is going to work. But if we scare her--,STAGE B,"Joyce and Sandra are in the dog costume, waiting to go on.",0
822,822,Joyce,Just follow my lead. Here we go!,STAGE B,"Joyce and Sandra are in the dog costume, waiting to go on.",0
823,823,DREAM DIRECTOR,(flipping through script) Who is that?,CLASSROOM,They run around in playful circles. Joyce makes puppy noises.,0
824,824,Felipe,What's going on?,HEADQUARTERS,They run around in playful circles. Joyce makes puppy noises.,0
825,825,Joyce,(to Bing Bong) Psst. You're on! Go!,CLASSROOM,Riley is sound sleep.,0
826,826,Joyce,Woo! Let's party! Let's dance. Woo!,CLASSROOM,Bing Bong pulls a rope. Balloons drop! A colorful backdrop!,0
827,827,Felipe,"Hey, a party!",HEADQUARTERS,Bing Bong pulls a rope. Balloons drop! A colorful backdrop!,0
828,828,Sandra,"Joyce, this isn't working.",CLASSROOM,"On stage, Joyce and Sandra run in circles, barking.",0
829,829,Joyce,"Huh? Sandra, what are you doing?! Come back here!",CLASSROOM,Joyce runs after Sandra.,0
830,830,Felipe,"It's just a dream, it's just a dream, it's just a dream...",HEADQUARTERS,"On screen, the front half of a dog chases the rear half.",0
831,831,DREAM DIRECTOR,They're trying to wake her up! Call security!,CLASSROOM,Riley stirs in her sleep.,0
832,832,BING BONG,"Hi Riley, it's me! Who's your friend who likes to play? Bing Bong, Bing Bong!",HEADQUARTERS,Bing Bong appears on screen.,1
833,833,Felipe,Bing Bong?,HEADQUARTERS,Bing Bong appears on screen.,0
834,834,Joyce,Sandra! You are ruining this dream! You're scaring her!,CLASSROOM,"Bing Bong slips, tipping over the set wall.",-1
835,835,Sandra,"But look, it's working!",CLASSROOM,"Bing Bong slips, tipping over the set wall.",0
836,836,Joyce,Whoa!,CLASSROOM,The SLEEP INDICATOR is starting to tip. Joyce's eyes widen.,0
837,837,DREAM DIRECTOR,(to Security) They are not part of this dream! Get them!,CLASSROOM,"But before she can do anything, Security enters.",0
838,838,DREAM PRODUCTIONS COP #1,Stop right there!,CLASSROOM,Sandra pulls Joyce out of harms way as guards GRAB Bing Bong.,1
839,839,BING BONG,Ow! Hey!,CLASSROOM,Sandra pulls Joyce out of harms way as guards GRAB Bing Bong.,0
840,840,DREAM DIRECTOR,(to camera operator) Pan away! Pan away!,CLASSROOM,Sandra pulls Joyce out of harms way as guards GRAB Bing Bong.,0
841,841,Felipe,Booooo! Pick a plot line!,HEADQUARTERS,The camera pans away to Rainbow Unicorn making off with a giant cupcake platter from the craft services table.,-1
842,842,BING BONG,Ow! Ow! Cut that out. Ow! Please... you can't do this! Do you like candy? You look hungry. I can get you candy! Please! Ow. Ow. Ow.,STAGE B,Joyce and Sandra exit Stage B.,1
843,843,Joyce,"No, no no no, there go the core memories...!",STAGE B,"Joyce and Sandra watch Bing Bong being dragged far off to the dark, menacing entry of SUBCONSCIOUS.",0
844,844,BING BONG,I can't go in there. I'm scared of the dark. Please!,STAGE B,The door opens. SPOOKY LIGHT spills out.,-1
845,845,Joyce,What is this place?,SUBCONSCIOUS STAIRS,"He's thrown in and the door SLAMS SHUT. Joyce and Sandra head after him, down the long stairway.",0
846,846,Sandra,(hushed tone) The Subconscious. It's where they take all the troublemakers.,SUBCONSCIOUS STAIRS,"He's thrown in and the door SLAMS SHUT. Joyce and Sandra head after him, down the long stairway.",0
847,847,SUBCONSCIOUS GUARD DAVE,My hat feels loose.,SUBCONSCIOUS GATE,Joyce and Sandra hide. TWO CLUELESS GUARDS block the gate.,0
848,848,SUBCONSCIOUS GUARD FRANK,Let me see.,SUBCONSCIOUS GATE,Joyce and Sandra hide. TWO CLUELESS GUARDS block the gate.,0
849,849,SUBCONSCIOUS GUARD DAVE,"You got my hat? Or, or is that your hat?",SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,0
850,850,SUBCONSCIOUS GUARD FRANK,"Yeah, it's my hat.",SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,0
851,851,SUBCONSCIOUS GUARD DAVE,"You sure? I don't know, look in the label.",SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,0
852,852,SUBCONSCIOUS GUARD FRANK,"Yeah, it says, My Hat.",SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,0
853,853,SUBCONSCIOUS GUARD DAVE,"Wait, it says, My Hat?",SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,0
854,854,SUBCONSCIOUS GUARD FRANK,"My Hat, it says.",SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,0
855,855,SUBCONSCIOUS GUARD DAVE,That's what I wrote in my hat.,SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,0
856,856,SUBCONSCIOUS GUARD FRANK,What are you talking about?,SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,0
857,857,SUBCONSCIOUS GUARD DAVE,You've got my hat on.,SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,0
858,858,SUBCONSCIOUS GUARD FRANK,"Okay, but it's my handwriting--",SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,0
859,859,SUBCONSCIOUS GUARD DAVE,Hey! You!,SUBCONSCIOUS GATE,Sandra loudly SHAKES the door.,0
860,860,Sandra,Oh! You caught us! Heh.,SUBCONSCIOUS GATE,Sandra loudly SHAKES the door.,0
861,861,SUBCONSCIOUS GUARD FRANK,Get back in there! No escaping!,SUBCONSCIOUS GATE,Sandra loudly SHAKES the door.,0
