time,scene_number,scene_name,character,quote,location,description,dialogue_act_type
844,7,Dream Productions,BING BONG,I can't go in there. I'm scared of the dark. Please!,STAGE B,The door opens. SPOOKY LIGHT spills out.,Reject
845,7,Dream Productions,Joyce,What is this place?,SUBCONSCIOUS STAIRS,"He's thrown in and the door SLAMS SHUT. Joyce and Sandra head after him, down the long stairway.",whQuestion
846,7,Dream Productions,Sandra,(hushed tone) The Subconscious. It's where they take all the troublemakers.,SUBCONSCIOUS STAIRS,"He's thrown in and the door SLAMS SHUT. Joyce and Sandra head after him, down the long stairway.",Statement
847,7,Dream Productions,SUBCONSCIOUS GUARD DAVE,My hat feels loose.,SUBCONSCIOUS GATE,Joyce and Sandra hide. TWO CLUELESS GUARDS block the gate.,Clarify
848,7,Dream Productions,SUBCONSCIOUS GUARD FRANK,Let me see.,SUBCONSCIOUS GATE,Joyce and Sandra hide. TWO CLUELESS GUARDS block the gate.,Statement
849,7,Dream Productions,SUBCONSCIOUS GUARD DAVE,"You got my hat? Or, or is that your hat?",SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,ynQuestion
850,7,Dream Productions,SUBCONSCIOUS GUARD FRANK,"Yeah, it's my hat.",SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,Statement
851,7,Dream Productions,SUBCONSCIOUS GUARD DAVE,"You sure? I don't know, look in the label.",SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,ynQuestion
852,7,Dream Productions,SUBCONSCIOUS GUARD FRANK,"Yeah, it says, My Hat.",SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,yAnswer
853,7,Dream Productions,SUBCONSCIOUS GUARD DAVE,"Wait, it says, My Hat?",SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,Emphasis
854,7,Dream Productions,SUBCONSCIOUS GUARD FRANK,"My Hat, it says.",SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,Emphasis
855,7,Dream Productions,SUBCONSCIOUS GUARD DAVE,That's what I wrote in my hat.,SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,Statement
856,7,Dream Productions,SUBCONSCIOUS GUARD FRANK,What are you talking about?,SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,whQuestion
857,7,Dream Productions,SUBCONSCIOUS GUARD DAVE,You've got my hat on.,SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,Statement
858,7,Dream Productions,SUBCONSCIOUS GUARD FRANK,"Okay, but it's my handwriting--",SUBCONSCIOUS GATE,Sandra leads Joyce around and behind the guards.,Statement
859,7,Dream Productions,SUBCONSCIOUS GUARD DAVE,Hey! You!,SUBCONSCIOUS GATE,Sandra loudly SHAKES the door.,ynQuestion
860,7,Dream Productions,Sandra,Oh! You caught us! Heh.,SUBCONSCIOUS GATE,Sandra loudly SHAKES the door.,Reject
861,7,Dream Productions,SUBCONSCIOUS GUARD FRANK,Get back in there! No escaping!,SUBCONSCIOUS GATE,Sandra loudly SHAKES the door.,Emphasis
862,7,Dream Productions,Sandra,I don't like it here. It's where they keep Riley's darkest fears.,SUBCONSCIOUS CAVE,Joyce gives Sandra an approving nod: nice work. They head forward. This place is spooky.,Statement
863,7,Dream Productions,Joyce,It's broccoli!,SUBCONSCIOUS CAVE,Joyce spots a dark shape ahead:,Emphasis
864,7,Dream Productions,Sandra,The stairs to the basement!,SUBCONSCIOUS CAVE,Behind them:,Emphasis
865,7,Dream Productions,Joyce,Grandma's vacuum cleaner!,SUBCONSCIOUS CAVE,They SCAMPER AWAY like frightened mice.,Emphasis
866,7,Dream Productions,Joyce,"(catching her breath) Okay, come on.",SUBCONSCIOUS CAVE,The vacuum gives chase. Joyce and Sandra lose it and hide behind a rock.,Other
867,7,Dream Productions,Joyce,Would you walk quieter?,SUBCONSCIOUS CAVE,Sandra makes a loud CRINKLING NOISE with each step.,ynQuestion
868,7,Dream Productions,Sandra,I'm trying!,SUBCONSCIOUS CAVE,Sandra makes a loud CRINKLING NOISE with each step.,Emphasis
869,7,Dream Productions,Joyce,What is going-- (looking down) Candy wrappers.,SUBCONSCIOUS CAVE,Sandra makes a loud CRINKLING NOISE with each step.,Other
870,7,Dream Productions,Joyce,Bing Bong!,SUBCONSCIOUS CAVE,"--a crying Bing Bong in a balloon cage, atop a large mound.",Emphasis
871,7,Dream Productions,BING BONG,Joyce?,SUBCONSCIOUS CAVE,"--a crying Bing Bong in a balloon cage, atop a large mound.",ynQuestion
872,7,Dream Productions,Joyce,There you are.,SUBCONSCIOUS CAVE,"--a crying Bing Bong in a balloon cage, atop a large mound.",Statement
873,7,Dream Productions,BING BONG,SHHHHH! (points),SUBCONSCIOUS CAVE,"--a crying Bing Bong in a balloon cage, atop a large mound.",Emotion
874,7,Dream Productions,Joyce,(terrified) It's Jangles.,SUBCONSCIOUS CAVE,They are standing in front of a giant SLEEPING CLOWN.,Statement
875,7,Dream Productions,JANGLES,"(talking in his sleep) Who's the birthday girl, who's the birthday girl...",SUBCONSCIOUS CAVE,They are standing in front of a giant SLEEPING CLOWN.,Clarify
876,7,Dream Productions,Joyce,Do you have the core memories?,SUBCONSCIOUS CAVE,They gingerly approach Jangles. Joyce climbs up to Bing Bong.,ynQuestion
877,7,Dream Productions,BING BONG,All he cared about was the candy!,SUBCONSCIOUS CAVE,He gives her the satchel. Joyce holds them close.,Emphasis
878,7,Dream Productions,BING BONG,We're out of here! Let's get to that train.,SUBCONSCIOUS CAVE,"Joyce helps Bing Bong squeeze through, but the balloon-bars make loud twisting noises. Jangles stirs. Joyce freezes. She stretches them further... Success! Joyce and Bing Bong hurry down and the trio rush away.",Statement
879,7,Dream Productions,Joyce,Wait. The train's not running. We still have to wake up Riley.,SUBCONSCIOUS CAVE,"Joyce helps Bing Bong squeeze through, but the balloon-bars make loud twisting noises. Jangles stirs. Joyce freezes. She stretches them further... Success! Joyce and Bing Bong hurry down and the trio rush away.",Reject
880,7,Dream Productions,Sandra,But how?,SUBCONSCIOUS CAVE,"Joyce helps Bing Bong squeeze through, but the balloon-bars make loud twisting noises. Jangles stirs. Joyce freezes. She stretches them further... Success! Joyce and Bing Bong hurry down and the trio rush away.",whQuestion
881,7,Dream Productions,BING BONG,Oh no.,SUBCONSCIOUS CAVE,Joyce and Sandra look back at the clown.,Reject
882,7,Dream Productions,Joyce,"(loudly) H-hhey Sandra, did you hear about the p-pahh-party that we're having?",SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them.",ynQuestion
883,7,Dream Productions,Sandra,"Ohhhh yeah, yes Joyce! Isn't it a ba- bahh... birthday party?",SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them.",Emphasis
884,7,Dream Productions,JANGLES,Did you say... birthday?,SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them.",whQuestion
885,7,Dream Productions,Joyce,"And there's going to be cake, and presents and--",SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them.",Statement
886,7,Dream Productions,Sandra,--and games and balloons--,SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them.",Statement
887,7,Dream Productions,JANGLES,(pulls out a giant mallet) A BIRTHDAY?!?!,SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them.",ynQuestion
888,7,Dream Productions,Joyce,Okay. Follow us!,SUBCONSCIOUS CAVE,"Together, Joyce and Sandra approach Jangles and HONK HIS NOSE. His eyes open. He stands. He's HUGE, towering over them.",Reject
889,7,Dream Productions,Joyce,"Nothing like a good scare to wake you up, right?",SUBCONSCIOUS CAVE,"All three run towards the gate, followed by the giant clown!",ynQuestion
890,7,Dream Productions,SUBCONSCIOUS GUARD FRANK,"Okay, but it's my handwriting.",SUBCONSCIOUS GATE,The guards inspect each others' hats.,Statement
891,7,Dream Productions,SUBCONSCIOUS GUARD DAVE,"No, it isn't. That's my handwrit-- I wrote that!",SUBCONSCIOUS GATE,The guards inspect each others' hats.,Reject
892,7,Dream Productions,SUBCONSCIOUS GUARD FRANK,"No, but THIS one's my handwriting--",SUBCONSCIOUS GATE,The guards inspect each others' hats.,Statement
893,7,Dream Productions,JANGLES,WHO'S THE BIRTHDAY GIRL?!?!,STAGE B,The set begins to shake. BLAAAM! Jangles crashes in.,whQuestion
894,7,Dream Productions,BING BONG,"Come on, let's go!",STAGE B,The meter reads AWAKE. Joyce and Sandra do a happy dance.,Emphasis
895,7,Dream Productions,Joyce,Ha ha! We made it!,TRAIN STATION,Our trio leap aboard just as the train picks up speed.,Emphasis
896,7,Dream Productions,Sandra,Whoo-hoo! Ha ha!,TRAIN STATION,Our trio leap aboard just as the train picks up speed.,Emphasis
897,7,Dream Productions,Joyce,Guess who's on their way to Headquarters?!,TRAIN STATION,Our trio leap aboard just as the train picks up speed.,whQuestion
898,7,Dream Productions,Sandra,We are!,TRAIN STATION,Joyce grabs Sandra and picks her up in celebration.,Emphasis
899,8,Fall in Memory Dump,Diane,What is going on?,HEADQUARTERS,"Angelo and Diane come out looking tired, rumpled...",whQuestion
900,8,Fall in Memory Dump,Angelo,He did it again.,HEADQUARTERS,"Angelo and Diane come out looking tired, rumpled...",Statement
901,8,Fall in Memory Dump,Felipe,"(huddled on the floor) We were at school, and we were naked, and there was a dog, and his back half was chasing him... and then we saw Bing Bong.",HEADQUARTERS,"Angelo and Diane come out looking tired, rumpled...",Other
902,8,Fall in Memory Dump,Angelo,"You idiot! It was a DREAM! This is ridiculous, we can't even get a good night sleep anymore. Time to take action.",HEADQUARTERS,"Angelo and Diane come out looking tired, rumpled...",Emphasis
903,8,Fall in Memory Dump,Angelo,"Stupid Mom and Dad. If they hadn't moved us, none of this would've happened. Who's with me?",HEADQUARTERS,He goes and gets the Idea Bulb he held up earlier.,Other
904,8,Fall in Memory Dump,Diane,"Yeah, let's do it.",HEADQUARTERS,Felipe stammers nervously. Angelo looks to Diane.,Statement
905,8,Fall in Memory Dump,Angelo,She took it. There's no turning back.,HEADQUARTERS,Riley gets the idea. She takes out her computer.,Statement
906,8,Fall in Memory Dump,Diane,"So, how're we gonna get to Minnesota from here?",HEADQUARTERS,Riley gets the idea. She takes out her computer.,ynQuestion
907,8,Fall in Memory Dump,Angelo,"Well, why don't we go to the elephant lot and rent an elephant?",HEADQUARTERS,Riley gets the idea. She takes out her computer.,whQuestion
908,8,Fall in Memory Dump,Felipe,Hey! That sounds nice!,HEADQUARTERS,Riley gets the idea. She takes out her computer.,Statement
909,8,Fall in Memory Dump,Angelo,"We're taking the bus, nitwit!",HEADQUARTERS,Riley gets the idea. She takes out her computer.,Emphasis
910,8,Fall in Memory Dump,Angelo,There's a bus leaving tomorrow. Perfect.,HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website.",Clarify
911,8,Fall in Memory Dump,Diane,A ticket costs money. How do we get money?,HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website.",whQuestion
912,8,Fall in Memory Dump,Angelo,Mom's purse.,HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website.",Statement
913,8,Fall in Memory Dump,Diane,You wouldn't.,HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website.",Statement
914,8,Fall in Memory Dump,Angelo,"Oh, but I would. Where was it we saw it last?",HEADQUARTERS,"On her laptop, Riley pulls up the Transway Bus Lines website.",Statement
915,8,Fall in Memory Dump,GUM MEMORY,Tripledent gum will--,HEADQUARTERS,He punches up a memory. It comes up and plays.,Other
916,8,Fall in Memory Dump,Angelo,"NOOOO!!! (slams his fist, canceling the memory) It's downstairs somewhere. Mom and Dad got us into this mess. They can pay to get us out.",HEADQUARTERS,He punches up a memory. It comes up and plays.,Clarify
917,8,Fall in Memory Dump,BING BONG,"How about this, huh? Isn't this nice? You can see everything from up here! Look, there's Inductive Reasoning. There's Deja Vu. There's Language Processing! There's Deja Vu. There's Critical Thinking! There's Deja Vu. Hey look at this, guys! Memories!",MIND WORLD,The train speeds ahead. The trio look out the train door.,whQuestion
918,8,Fall in Memory Dump,Joyce,"Hey, that was a good idea. About scaring Riley awake. You're not so bad.",MIND WORLD,Bing Bong ducks inside the train. Joyce looks over to Sandra.,Statement
919,8,Fall in Memory Dump,Sandra,Really?,MIND WORLD,Bing Bong ducks inside the train. Joyce looks over to Sandra.,ynQuestion
920,8,Fall in Memory Dump,Joyce,Nice work.,MIND WORLD,Bing Bong ducks inside the train. Joyce looks over to Sandra.,Statement
921,8,Fall in Memory Dump,Joyce,I can't wait to get the old Riley back. As soon as we get there I'm going to fix this whole mess.,MIND WORLD,Joyce turns to sit on a crate inside the train.,Clarify
922,8,Fall in Memory Dump,BING BONG,Whoa. Is this Riley?,MIND WORLD,Bing Bong looks at a memory.,whQuestion
923,8,Fall in Memory Dump,BING BONG,She's so big now. She won't fit in my rocket. How're we gonna get to the moon?,MIND WORLD,A RECENT MEMORY: Riley hoisted in the air by her teammates.,ynQuestion
924,8,Fall in Memory Dump,Joyce,"(taking the memory) Oh, it's that time in the twisty tree, remember? The hockey team showed up and Mom and Dad were there cheering. Look at her, having fun and laughing. I love this one.",MIND WORLD,A RECENT MEMORY: Riley hoisted in the air by her teammates.,Clarify
925,8,Fall in Memory Dump,Sandra,Mmm. I love that one too.,MIND WORLD,A RECENT MEMORY: Riley hoisted in the air by her teammates.,Statement
926,8,Fall in Memory Dump,Joyce,Atta girl! Now you're getting it!,MIND WORLD,A RECENT MEMORY: Riley hoisted in the air by her teammates.,Emphasis
927,8,Fall in Memory Dump,Sandra,Yeah. It was the day the Prairie Dogs lost the big playoff game. Riley missed the winning shot. She felt awful. She wanted to quit.,MIND WORLD,A RECENT MEMORY: Riley hoisted in the air by her teammates.,Clarify
928,8,Fall in Memory Dump,Sandra,"Sorry. I went sad again, didn't I?",MIND WORLD,Joyce's smile fades.,nAnswer
929,8,Fall in Memory Dump,Joyce,I'll tell ya what. We'll keep working on that when we get back. Okay?,MIND WORLD,Joyce's smile fades.,Continuer
930,8,Fall in Memory Dump,Sandra,Okay.,MIND WORLD,Joyce's smile fades.,Statement
931,8,Fall in Memory Dump,MOM,"(on phone) But I just don't understand, why did our moving van even go to Texas?",SAN FRANCISCO HOUSE,Riley sneaks down the stairs. Mom is on the phone in the kitchen with her back to Riley.,nAnswer
932,8,Fall in Memory Dump,MOM,Multiple customers?,SAN FRANCISCO HOUSE,Riley spots Mom's purse on the table.,ynQuestion
933,8,Fall in Memory Dump,MOM,"Well, we were promised delivery on the fifth. Uh-huh.",SAN FRANCISCO HOUSE,Riley opens the purse.,Statement
934,8,Fall in Memory Dump,MOM,"(still on phone) Excuse me, isn't there any way that you can rush it?",SAN FRANCISCO HOUSE,Riley takes out Mom's credit card. She pauses. Is she really doing this? Suddenly Mom turns. Riley panics. Mom looks up. Empty room.,ynQuestion
935,8,Fall in Memory Dump,WORKER #1,LOOK OUT!,TRAIN CAR,"Honesty Island crashes into the train tracks. Joyce, Sandra and Bing Bong scream. Workers below see the train falling towards them.",Emphasis
936,8,Fall in Memory Dump,BING BONG,Hold on!,TRAIN CAR,"The train CRASHES onto the cliffside.  It slips towards the edge. Joyce struggles to get up, but the floor is pitching.",Emphasis
937,8,Fall in Memory Dump,Joyce,That was our way home! We lost another island... what is happening?,TRAIN CAR,"Workers grab Joyce, Sandra and Bing Bong just as the train slides off the cliff and drops into the dump below. Joyce looks towards Headquarters.",whQuestion
938,8,Fall in Memory Dump,WORKER #1,Haven't you heard? Riley is running away.,TRAIN CAR,"Workers grab Joyce, Sandra and Bing Bong just as the train slides off the cliff and drops into the dump below. Joyce looks towards Headquarters.",ynQuestion
939,8,Fall in Memory Dump,Joyce,What?!,TRAIN CAR,"Workers grab Joyce, Sandra and Bing Bong just as the train slides off the cliff and drops into the dump below. Joyce looks towards Headquarters.",whQuestion
940,8,Fall in Memory Dump,Felipe,"Wait, wait, hang on, guys. Are we really doing this? I mean, this is serious.",HEADQUARTERS,Felipe is driving.,Clarify
941,8,Fall in Memory Dump,Angelo,Look. We have no core memories. You want Riley to be happy? Let's get back to Minnesota and make more.,HEADQUARTERS,Angelo pushes Felipe aside and works the console.,Reject
942,8,Fall in Memory Dump,Sandra,"If we hurry, we can still stop her. (points)",LONG-TERM MEMORY,Riley's worried face goes angry. She packs and exits.,Statement
943,8,Fall in Memory Dump,Joyce,Family Island. Let's go!,LONG-TERM MEMORY,Riley's worried face goes angry. She packs and exits.,Emphasis
944,8,Fall in Memory Dump,Sandra,Joyce! Joyce! It's too dangerous! We won't make it in time!,LONG-TERM MEMORY,Family Island shakes and crumbles.,Emphasis
945,8,Fall in Memory Dump,Joyce,But that's our only way back!,LONG-TERM MEMORY,Family Island shakes and crumbles.,Statement
946,8,Fall in Memory Dump,Joyce,A recall tube!,LONG-TERM MEMORY,"The rumbling causes an END CAP of a nearby shelf to break, exposing an open tube.  A memory gets sucked up and shot towards Headquarters.",Emphasis
947,8,Fall in Memory Dump,Sandra,We can get recalled!,LONG-TERM MEMORY,"The rumbling causes an END CAP of a nearby shelf to break, exposing an open tube.  A memory gets sucked up and shot towards Headquarters.",Emphasis
948,8,Fall in Memory Dump,MOM,"Have a great day, sweetheart.",SAN FRANCISCO HOUSE,Riley goes to the front door. Mom and Dad are in the kitchen.,Statement
949,8,Fall in Memory Dump,DAD,"See you after school, monkey.",SAN FRANCISCO HOUSE,Riley goes to the front door. Mom and Dad are in the kitchen.,Statement
950,8,Fall in Memory Dump,MOM,We love you!,SAN FRANCISCO HOUSE,Riley goes to the front door. Mom and Dad are in the kitchen.,Emphasis
951,8,Fall in Memory Dump,Joyce,Go! Run! RUN!,LONG-TERM MEMORY,"Family Island rumbles. A LARGE CHUNK of cliff edge breaks off behind them, driving Joyce and Sandra forward.",Emphasis
952,8,Fall in Memory Dump,Joyce,"Woah woah! Sandra! (pushing her back) Sandra, stop! You're hurting Riley!",LONG-TERM MEMORY,"Joyce steps into the disconnected TUBE, ready to sail up to Headquarters. Sandra tries to climb in, but there's not enough room; she jostles, pressing against the satchel. The CORE MEMORIES start to turn blue.",Emphasis
953,8,Fall in Memory Dump,Sandra,"Oh no, I did it again...",LONG-TERM MEMORY,"Joyce pulls a core memory from the satchel. It is BRIGHT BLUE, but slowly fades back to normal.",nAnswer
954,8,Fall in Memory Dump,Joyce,"If you get in here, these core memories will get sad!",LONG-TERM MEMORY,"Joyce pulls a core memory from the satchel. It is BRIGHT BLUE, but slowly fades back to normal.",Emphasis
955,8,Fall in Memory Dump,Joyce,I'm sorry. Riley needs to be happy.,LONG-TERM MEMORY,"Joyce watches FAMILY ISLAND crumble. She looks down at Sandra. Joyce, pained, decides.",Statement
956,8,Fall in Memory Dump,Sandra,Joyce!!!,FALLS!,"Bing Bong runs forward to help her, but the ground beneath him crumbles away. Joyce and Bing Bong tumble into the abyss.",Emphasis
957,8,Fall in Memory Dump,BING BONG,Joyce?,MEMORY DUMP,"Joyce falls, clutching the satchel of core memories. She lands hard, rolling down a hill of faded memories. She sits up, looks around. The satchel! All the memories are still there. Panicked, Joyce runs up the hills of memories. Off in another part of the dump, Bing Bong comes to.",ynQuestion
958,8,Fall in Memory Dump,BING BONG,Joyce!,MEMORY DUMP,Bing Bong notices his hand beginning to fade. He gasps.,Emphasis
959,8,Fall in Memory Dump,BING BONG,"Joyce? Joyce, what are you doing? Will you stop it please?",MEMORY DUMP,He finds Joyce desperately clawing her way up the hill.,whQuestion
960,8,Fall in Memory Dump,BING BONG,"Don't you get it, Joyce? We're stuck down here. We're forgotten.",MEMORY DUMP,Joyce ignores him; keeps trying.,Reject
961,8,Fall in Memory Dump,RILEY,We used to play tag and stuff.,MEMORY DUMP,"This stops Joyce. All around, memories are fading to dust. Vapors blowing in the atmosphere, they disappear.",Statement
962,8,Fall in Memory Dump,RILEY,But everything's different now since we moved.,MEMORY DUMP,Joyce recognizes this. She finds Sandra' BLUE CORE MEMORY: Riley crying in class.,Clarify
963,8,Fall in Memory Dump,Joyce,Do you remember how she used to stick her tongue out when she was coloring?,MEMORY DUMP,Seeing Riley cry breaks Joyce's heart. She falls to her knees. She picks up a nearby MEMORY of young happy Riley coloring.,whQuestion
964,8,Fall in Memory Dump,Joyce,I could listen to her stories all day.,MEMORY DUMP,Another memory: Riley talking to a bug.,Clarify
965,8,Fall in Memory Dump,Joyce,I just wanted Riley to be happy. And now...,MEMORY DUMP,Another memory: Riley spinning.,Statement
966,8,Fall in Memory Dump,Sandra,It was the day the Prairie Dogs lost the big playoff game. Riley missed the winning shot. She felt awful. She wanted to quit.,MEMORY DUMP,"She holds the recent blue memory of Riley in class.  Joyce hugs them all until the memories fall out of her arms. Joyce cries. A long, deep, painful cry. Joyce has lost everything. Around her, memories fade and disappear. A tear falls onto the faded TWISTY-TREE MEMORY. Joyce wipes it. In wiping the tear, the memory rewinds. Its color CHANGES from GOLD TO BLUE. IN THE MEMORY: Riley sits in the tree with her parents, the team approaching in the distance. Joyce looks closer. What's this? She rewinds more. IN THE MEMORY: Riley sits in the tree, crying, alone. Joyce remembers what Sandra said about the memory...",Clarify
967,8,Fall in Memory Dump,Joyce,"Sandra. Mom and Dad, the team... they came to help because of Sandra.",MEMORY DUMP,IN THE MEMORY: Mom and Dad come to console Riley. Joyce fast forwards. IN THE MEMORY: The hockey team lifts Riley on their shoulders and cheers.  Riley smiles.,nAnswer
968,8,Fall in Memory Dump,Joyce,We have to get back up there!,MEMORY DUMP,"She turns to Bing Bong, ready to take action.",Emphasis
969,8,Fall in Memory Dump,BING BONG,"Joyce, we're stuck down here. We might as well be on another planet.",MEMORY DUMP,"She turns to Bing Bong, ready to take action.",Other
970,8,Fall in Memory Dump,Joyce,(getting an idea) Another planet. (sings) Who's your friend who likes to play?,MEMORY DUMP,"She turns to Bing Bong, ready to take action.",Other
971,8,Fall in Memory Dump,Joyce,(sings louder) Who's your friend who likes to play?,MEMORY DUMP,Silence.,Clarify
972,8,Fall in Memory Dump,BING BONG,(understanding; excited) His rocket makes you yell Hooray!,MEMORY DUMP,Silence.,Clarify
973,8,Fall in Memory Dump,BING BONG,"Who's the best in every way and wants to sing this song to say, who's your friend who likes to play? Bing Bong Bing Bong!",MEMORY DUMP,"Far off, BING BONG'S ROCKET answers. They run towards it.",Other
974,8,Fall in Memory Dump,Joyce,Hop in!,MEMORY DUMP,They perch the wagon atop a hill. Joyce looks resigned.,Emphasis
975,8,Fall in Memory Dump,Joyce,C'mon!,MEMORY DUMP,"Both inside, Bing Bong pushes off. They speed down a slope to gain momentum, singing all the way. They reach the bottom and shoot up another hill, launching up towards the cliff top. Joyce and Bing Bong enthusiastically, if not desperately, sing at the top of their lungs. Not even close. They crash back to the bottom.",Emphasis
976,8,Fall in Memory Dump,BING BONG,"Come on, Joyce. One more time. I've got a feeling about this one.",MEMORY DUMP,They shoot down a taller hill for another go. They SING faster and louder. Joyce reaches for the ledge but they fall with a thud. Bing Bong stands. There's no way they'll make it.  He looks up at the ledge and then to his hand -- it's disappearing!,Statement
977,8,Fall in Memory Dump,BING BONG,"Louder! Louder, Joyce! Sing louder!",MEMORY DUMP,"Hurdling down the largest hill yet, they continue to sing Bing Bong's song.",Emphasis
978,8,Fall in Memory Dump,Joyce,We're gonna make it!,MEMORY DUMP,"Bing Bong times it just right... and jumps out of the wagon. Without his weight, the Joyce gains momentum. She's unaware of Bing Bong's absence.",Emphasis
979,8,Fall in Memory Dump,Joyce,"Woohoo! Bing Bong, we did it! We--",MEMORY DUMP,The rocket makes it over the ledge! It crashes atop the cliff.,Emphasis
980,8,Fall in Memory Dump,Joyce,Bing Bong? Bing Bong!,MEMORY DUMP,She turns around. She's alone.,Emphasis
981,8,Fall in Memory Dump,BING BONG,Ya ha ha! You made it! Ha ha! Go! Go save Riley! (pause) Take her to the moon for me. Okay?,MEMORY DUMP,"She runs to the cliff side.  Below, Bing Bong laughs excitedly, happy to help Riley in the only way he can.",Clarify
982,8,Fall in Memory Dump,Joyce,"I'll try, Bing Bong. I promise.",MEMORY DUMP,He waves as the last of him vanishes into the air. Joyce's eyes widen in awe; he's sacrificed his life for her.,nAnswer
983,9,Back to Headquarters,MOM,We're home! Riley? Riley!,SAN FRANCISCO HOUSE,Mom and Dad walk in.,Emphasis
984,9,Back to Headquarters,MOM,I'll call her cell.,SAN FRANCISCO HOUSE,Dad opens the door. The room is empty.,Statement
985,9,Back to Headquarters,Felipe,This is terrible. Wait. Is that someone walking towards us? Let's cross the street.,HEADQUARTERS,Riley walks through a sketchy part of the city.,Clarify
986,9,Back to Headquarters,Felipe,It's Mom! She's on to us! Where's my bag?,HEADQUARTERS,Riley's cell phone rings. MOM is calling.,Emphasis
987,9,Back to Headquarters,Diane,What do we do?,HEADQUARTERS,Felipe finds a paper bag and breathes into it to calm himself.,whQuestion
988,9,Back to Headquarters,Angelo,Riley needs to get core memories. We keep going.,HEADQUARTERS,Felipe finds a paper bag and breathes into it to calm himself.,Clarify
989,9,Back to Headquarters,Joyce,Sandra!,LONG-TERM MEMORY,Joyce runs through the Long-Term Memory stacks.,Emphasis
990,9,Back to Headquarters,Joyce,"Sandra? Sandra? (no answer; desperate) C'mon Sandra, where are you? Okay. If I were Sandra, where would I be?",LONG-TERM MEMORY,Joyce runs through a long corridor.,Clarify
991,9,Back to Headquarters,Joyce,(Sandra voice) Ohhh... everything is awful and my legs don't work and you have to drag me around while I touch all the--,LONG-TERM MEMORY,Joyce slumps to the ground. She kicks a leg up in the air.,Clarify
992,9,Back to Headquarters,Diane,Oh no. It's Mom again. What do we do?!,HEADQUARTERS,Felipe breathes faster into his paper bag.,Reject
993,9,Back to Headquarters,Angelo,Uh... Uh...,HEADQUARTERS,Felipe breathes faster into his paper bag.,Statement
994,9,Back to Headquarters,Angelo,This is madness! She shouldn't run away!,HEADQUARTERS,Felipe's bag POPS.,Emphasis
995,9,Back to Headquarters,Diane,Let's get this idea out of her head.,HEADQUARTERS,Felipe's bag POPS.,Statement
996,9,Back to Headquarters,Joyce,Sandra!,LONG-TERM MEMORY,"Joyce runs, following the path of blue memories.",Emphasis
997,9,Back to Headquarters,Joyce,Sandra!,LONG-TERM MEMORY,Joyce rounds a corner and spots Sandra far down the next row.,Emphasis
998,9,Back to Headquarters,Sandra,Joyce?,LONG-TERM MEMORY,Sandra turns around.,ynQuestion
999,9,Back to Headquarters,Joyce,"Wait, Sandra!",LONG-TERM MEMORY,"Inexplicably, Sandra turns and runs away.",Emphasis
1000,9,Back to Headquarters,Sandra,Just let me go! Riley's better off without me!,LONG-TERM MEMORY,Joyce chases after her. Sandra doesn't stop.,Emphasis
1001,9,Back to Headquarters,Joyce,Come back!,IMAGINATIONLAND,Sandra topples giant french fries in Joyce's path.,Emphasis
1002,9,Back to Headquarters,MIND WORKER COP #1,So you're saying your husband was blown away by an elephant.,IMAGINATIONLAND,Two MIND WORKER COPS are questioning a CLOUD WITNESS.,Clarify
1003,9,Back to Headquarters,MIND WORKER COP #1,Was he with anyone?,IMAGINATIONLAND,The Cloud Witness nods. Sandra runs past the crime scene. They don't notice.,ynQuestion
1004,9,Back to Headquarters,CLOUD WITNESS,Yes! And there she is!,IMAGINATIONLAND,The Cloud Witness nods. Sandra runs past the crime scene. They don't notice.,Emphasis
1005,9,Back to Headquarters,MIND WORKER COP #1,(runs after Joyce) Hey! Come back here!,IMAGINATIONLAND,"Joyce runs right through the Cloud Witness, dissipating her.",Clarify
