time,character,quote,location,description
624,SADNESS,"No, but Joy, this is Abstract Thought.",EXT. LONG-TERM MEMORY,The train station is visible through a door on the other side.
625,BING BONG,"What're you talking about? I go in here all the time. It's a shortcut, see?",EXT. LONG-TERM MEMORY,The train station is visible through a door on the other side.
626,BING BONG,D-A-N-G-E-R: shortcut. I'll prove it to you. (he climbs in) Look at me! I'm closer to the station 'cause I'm taking the shortcut!,EXT. LONG-TERM MEMORY,He points to a Danger sign above the door.
627,SADNESS,Let's go around. This way.,EXT. LONG-TERM MEMORY,He points to a Danger sign above the door.
628,BING BONG,Almost there...!,EXT. LONG-TERM MEMORY,She points: the building is huge -- it's a long way around.
629,JOY,"(to Sadness) If you want to walk the long way, go for it. But Riley needs to be happy. I'm not missing that train. (walks in) Bing Bong knows what he's doing. He's part dolphin. They're very smart.",EXT. LONG-TERM MEMORY,Joy looks back at Bing Bong.  The station is right there.
630,SADNESS,"Well, I guess...",EXT. LONG-TERM MEMORY,Joy looks back at Bing Bong.  The station is right there.
631,ABSTRACT WORKER #1,"Okay, what abstract concept are we trying to comprehend today?",EXT. ABSTRACT THOUGHT BUILDING - HATCH DOOR - MOMENTS LATER,Two Mind Workers approach the same door our trio entered.
632,ABSTRACT WORKER #2,(checking a clipboard) Um... loneliness.,EXT. ABSTRACT THOUGHT BUILDING - HATCH DOOR - MOMENTS LATER,Two Mind Workers approach the same door our trio entered.
633,ABSTRACT WORKER #1,Hm. Looks like there's something in there. I'm going to turn it on for a minute and burn out the gunk.,EXT. ABSTRACT THOUGHT BUILDING - HATCH DOOR - MOMENTS LATER,Two Mind Workers approach the same door our trio entered.
634,BING BONG,What'd I tell ya? You'll be at Headquarters in no time.,INT. ABSTRACT THOUGHT BUILDING,She closes the door.
635,BING BONG,"Say, would you look at that!",INT. ABSTRACT THOUGHT BUILDING,BAM! The door closes behind them. The LIGHTS GO ON.
636,JOY,Whoa! What's happening?!,INT. ABSTRACT THOUGHT BUILDING,"Around them, strange SHAPES float into space."
637,SADNESS,Oh no. They turned it on.,INT. ABSTRACT THOUGHT BUILDING,"Around them, strange SHAPES float into space."
638,BING BONG,Huh! I've never seen this before.,INT. ABSTRACT THOUGHT BUILDING,"Around them, strange SHAPES float into space."
639,BING BONG,My face! My beautiful face!,INT. ABSTRACT THOUGHT BUILDING,Bing Bong's head turns into a Picasso-like form. Joy and Sadness scream as they become Cubist versions of themselves.
640,JOY,What is going on?,INT. ABSTRACT THOUGHT BUILDING,Bing Bong's head turns into a Picasso-like form. Joy and Sadness scream as they become Cubist versions of themselves.
641,SADNESS,We're abstracting! There are four stages. This is the first: non- objective fragmentation!,INT. ABSTRACT THOUGHT BUILDING,Bing Bong's head turns into a Picasso-like form. Joy and Sadness scream as they become Cubist versions of themselves.
642,BING BONG,"Alright, do not panic! What is important is that we all STAY TOGETHER.",INT. ABSTRACT THOUGHT BUILDING,Bing Bong's head turns into a Picasso-like form. Joy and Sadness scream as they become Cubist versions of themselves.
643,JOY,Ah!,INT. ABSTRACT THOUGHT BUILDING,His arm falls off.
644,SADNESS,We're in the second stage: we're deconstructing!,INT. ABSTRACT THOUGHT BUILDING,Joy's head falls off. Sadness' leg goes. She topples.
645,BING BONG,Run!,INT. ABSTRACT THOUGHT BUILDING,Joy's head falls off. Sadness' leg goes. She topples.
646,BING BONG,"Aaah!  I can't feel my legs! (his disassembled arm finds them) Oh, there they are.",INT. ABSTRACT THOUGHT BUILDING,Bing Bing falls into pieces.
647,JOY,"Come here, me!",INT. ABSTRACT THOUGHT BUILDING,Bing Bing falls into pieces.
648,SADNESS,We've gotta get out of here before we're nothing but shape and color! We'll get stuck here forever!,INT. ABSTRACT THOUGHT BUILDING,They gather their pieces as they rush to the exit.
649,JOY,Stuck?! Why did we come in here?!,INT. ABSTRACT THOUGHT BUILDING,They gather their pieces as they rush to the exit.
650,BING BONG,"I told you, it's a shortcut!",INT. ABSTRACT THOUGHT BUILDING,They gather their pieces as they rush to the exit.
651,JOY,The train!,INT. ABSTRACT THOUGHT BUILDING,"Though the window, the TRAIN OF THOUGHT pulls in."
652,SADNESS,Oh no... We're two-dimensional! That's stage three!,INT. ABSTRACT THOUGHT BUILDING,POP! They change into FLAT COLOR VERSIONS of themselves.
653,JOY,We're getting nowhere!,INT. ABSTRACT THOUGHT BUILDING,POP! They change into FLAT COLOR VERSIONS of themselves.
654,BING BONG,Depth! I'm lacking depth!,INT. ABSTRACT THOUGHT BUILDING,POP! They change into FLAT COLOR VERSIONS of themselves.
655,JOY,Come on!,INT. ABSTRACT THOUGHT BUILDING,It's hard to move.  They struggle towards the window.
656,JOY,AUGH! We can't fit!,INT. ABSTRACT THOUGHT BUILDING,"Sadness and Bing Bong follow and try to squeeze through. But because of the broken perspective, they are now all HUGE compared to the door."
657,SADNESS,"Oh no, we're nonfigurative. This is the last stage!",INT. ABSTRACT THOUGHT BUILDING,POP! They abstract into ABSTRACT COLORED BLOBS.
658,BING BONG,We're not going to make it!,INT. ABSTRACT THOUGHT BUILDING,POP! They abstract into ABSTRACT COLORED BLOBS.
659,SADNESS,Wait! We're two dimensional. Fall on your face! (crawls like an inchworm),INT. ABSTRACT THOUGHT BUILDING,Sadness slumps to the ground... and becomes a line!
660,JOY,Oh!,INT. ABSTRACT THOUGHT BUILDING,Sadness slumps to the ground... and becomes a line!
661,JOY,Wait! Stop! Stop! STOP!,EXT. ABSTRACT THOUGHT BUILDING,"The three lines land outside just as the train pulls out. They get up to go, but as lines they can barely move."
662,JOY,(to Bing Bong) I thought you said that was a shortcut.,EXT. ABSTRACT THOUGHT BUILDING,POP! Joy goes from non-representational to two-dimensional. She falls down flat as the train speeds off. POP! The three transform back to normal.
663,BING BONG,"I did, but wow, we should NOT have gone in there. That was dangerous! They really should put up a sign.",EXT. ABSTRACT THOUGHT BUILDING,POP! Joy goes from non-representational to two-dimensional. She falls down flat as the train speeds off. POP! The three transform back to normal.
664,JOY,How long till the next train?,EXT. ABSTRACT THOUGHT BUILDING,POP! Joy goes from non-representational to two-dimensional. She falls down flat as the train speeds off. POP! The three transform back to normal.
665,BING BONG,"Who knows? But don't worry. There's another station. That way! (points O.S.) The train always stops there right before it goes to Headquarters. If we hurry, we can catch it!",EXT. ABSTRACT THOUGHT BUILDING,POP! Joy goes from non-representational to two-dimensional. She falls down flat as the train speeds off. POP! The three transform back to normal.
666,JOY,"This isn't another one of your short cuts, is it?",EXT. ABSTRACT THOUGHT BUILDING,POP! Joy goes from non-representational to two-dimensional. She falls down flat as the train speeds off. POP! The three transform back to normal.
667,BING BONG,(laughing exuberantly) Yeah!,EXT. ABSTRACT THOUGHT BUILDING,POP! Joy goes from non-representational to two-dimensional. She falls down flat as the train speeds off. POP! The three transform back to normal.
668,JOY,(to Sadness) Is there really another station?,EXT. ABSTRACT THOUGHT BUILDING,Joy skeptically watches him head off.
669,SADNESS,Uh-huh. Through there.,EXT. ABSTRACT THOUGHT BUILDING,Joy skeptically watches him head off.
670,BING BONG,Welcome to Imaginationland!,EXT. ABSTRACT THOUGHT BUILDING,Bing Bong leads them towards the impressive gates of...
671,JOY,Imaginationland?,INT. IMAGINATIONLAND,Bing Bong leads them towards the impressive gates of...
672,BING BONG,"Sure! I come here all the time. I'm practically the mayor. Hey, you guys hungry? There's French Fry Forest! (starts eating) Nom nom nom, delicious!",INT. IMAGINATIONLAND,Bing Bong leads them towards the impressive gates of...
673,JOY,No way!,INT. IMAGINATIONLAND,Joy is loving this.
674,BING BONG,Check it out! Trophy Town! Medals! Ribbons! Everyone's a winner!,INT. IMAGINATIONLAND,Joy is loving this.
675,BING BONG,I won first place!,INT. IMAGINATIONLAND,Bing Bong kicks a soccer ball into a giant goal and workers appear out of nowhere to shower him with awards.
676,JOY,Me too!,INT. IMAGINATIONLAND,Workers give Joy a medal and Sadness a ribbon.
677,SADNESS,Hohh... Participation award...,INT. IMAGINATIONLAND,Workers give Joy a medal and Sadness a ribbon.
678,JOY,"Wait, is that-- Sadness, look, it's Cloud Town! That is my favorite!",INT. IMAGINATIONLAND,Workers give Joy a medal and Sadness a ribbon.
679,JOY,It's so soft!,INT. IMAGINATIONLAND,Joy rips off a chunk of cloud and floats up into the air.
680,BING BONG,Woah! Let me try!,INT. IMAGINATIONLAND,Joy jumps down and runs off.
681,CLOUD MAN,"Hey! What's the big idea? You'd better fix that wall, or else you're in big troub--",INT. IMAGINATIONLAND,"Bing Bong rips off some cloud. A CLOUD MAN emerges from the house, angry."
682,JOY,"Oh no, lava! Whooo!","EXT. IMAGINATIONLAND, LAVA DAYDREAM",Joy and Bing Bong gleefully jump between couch cushions.
683,BING BONG,Whawhoooo! Imaginationland is the best!,"EXT. IMAGINATIONLAND, LAVA DAYDREAM",Joy and Bing Bong gleefully jump between couch cushions.
684,SADNESS,Is it all going to be so interactive?,"EXT. IMAGINATIONLAND, LAVA DAYDREAM","Sadness tries to jump to a rock, barely makes it."
685,BING BONG,"Hey, look! The House of Cards!! Ooh, wait, hang on just a minute...","EXT. IMAGINATIONLAND, HOUSE OF CARDS","Sadness tries to jump to a rock, barely makes it."
686,JOY,Your rocket!,"EXT. IMAGINATIONLAND, HOUSE OF CARDS","From a nearby garage made of cards, Bing Bong pulls a wagon."
687,BING BONG,Yeah! I stashed it in there for safekeeping. Now I'm all set to take Riley to the MOON!,"EXT. IMAGINATIONLAND, HOUSE OF CARDS","From a nearby garage made of cards, Bing Bong pulls a wagon."
688,BING BONG,"Oh, I'm sorry.","EXT. IMAGINATIONLAND, HOUSE OF CARDS",He gestures proudly -- accidentally knocking over the house.
689,HOUSE OF CARDS WORKER,Great.,"EXT. IMAGINATIONLAND, HOUSE OF CARDS",He gestures proudly -- accidentally knocking over the house.
690,JOY,I love Imaginationland!,EXT. IMAGINATIONLAND,He gestures proudly -- accidentally knocking over the house.
691,BING BONG,"Isn't it great? And there's always something new, like...",EXT. IMAGINATIONLAND,He gestures proudly -- accidentally knocking over the house.
692,BING BONG,Who the heck is that?,EXT. IMAGINATIONLAND,A giant machine. A conveyer belt reveals a handsome teenager.
693,BOYFRIEND GENERATOR WORKER,Imaginary Boyfriend.,EXT. IMAGINATIONLAND,A giant machine. A conveyer belt reveals a handsome teenager.
694,IMAGINARY BOYFRIEND,I would die for Riley.,EXT. IMAGINATIONLAND,A giant machine. A conveyer belt reveals a handsome teenager.
695,BING BONG,I've never seen him before.,EXT. IMAGINATIONLAND,Joy grimaces.
696,IMAGINARY BOYFRIEND,I live in Canada.,EXT. IMAGINATIONLAND,Joy grimaces.
697,BING BONG,"Anyway. This way, through Preschool World! We're nearly to the train!",EXT. IMAGINATIONLAND,Joy grimaces.
698,JOY,"Riley, here we come!",EXT. IMAGINATIONLAND,Joy grimaces.
699,MOM,"This should be fun. New team, new friends! These kids look pretty good -- considering they're from San Francisco. Heh heh!",INT. HOCKEY RINK - BLEACHERS,Mom and Riley sit on the bleachers.
700,HOCKEY COACH,"Okay Andersen, you're up!",INT. HOCKEY RINK - BLEACHERS,Mom and Riley sit on the bleachers.
701,RILEY,I gotta go.,INT. HOCKEY RINK - BLEACHERS,Mom and Riley sit on the bleachers.
702,MOM,"Okay. Good luck, sweetie!",INT. HOCKEY RINK - BLEACHERS,Riley heads onto the ice.
703,DISGUST,"Luck isn't gonna help us now. If she tries to use Hockey Island, it's going down.",INT. HEADQUARTERS,Riley heads onto the ice.
704,FEAR,Which is why I've recalled every hockey memory I can think of.,INT. HEADQUARTERS,Riley heads onto the ice.
705,FEAR,One of these has got to work in place of the core memory.,INT. HEADQUARTERS,The Emotions are standing ankle deep in memories.
706,ANGER,She's about to play!/Hurry!,INT. HEADQUARTERS,O.S. Hockey whistle.
707,DISGUST,She's about to play!/Hurry!,INT. HEADQUARTERS,O.S. Hockey whistle.
708,FEAR,Ha ha! We did it gang! It's working--,INT. HEADQUARTERS,"Out the window, Hockey Island lights up feebly."
709,HOCKEY COACH,Line change! Line change! Change it up! Change it up!,INT. HOCKEY RINK,Riley struggles to dribble the puck.
710,DISGUST,(hiding behind a sofa) It's like we don't learn anything.,INT. HEADQUARTERS,"Fear frantically loads memories into the Holder, which spits them out like dodge balls. Disgust and Anger run for cover. The Holder spins furiously, flinging Fear against the window. Memories pelt him."
711,HOCKEY COACH,Let's pick it up out there!,INT. HOCKEY RINK,"Fear frantically loads memories into the Holder, which spits them out like dodge balls. Disgust and Anger run for cover. The Holder spins furiously, flinging Fear against the window. Memories pelt him."
712,ANGER,That's it!,INT. HEADQUARTERS,"Riley attempts to slap the puck, misses, and TRIPS."
713,FEAR,"No, no, no, breathe! Find your happy place--",INT. HEADQUARTERS,"Riley attempts to slap the puck, misses, and TRIPS."
714,MOM,"Riley, what's wrong?",INT. HOCKEY RINK - BLEACHERS,"Mom stands up, concerned. Riley heads to the stands and removes her skates."
715,RILEY,Let's go.,INT. HOCKEY RINK - BLEACHERS,"Mom stands up, concerned. Riley heads to the stands and removes her skates."
716,MOM,You're not going to finish tryouts?,INT. HOCKEY RINK - BLEACHERS,"Mom stands up, concerned. Riley heads to the stands and removes her skates."
717,RILEY,What's the point?,INT. HOCKEY RINK - BLEACHERS,"Mom stands up, concerned. Riley heads to the stands and removes her skates."
718,MOM,"Hey, it'll be alright. Let's just--",INT. HOCKEY RINK - BLEACHERS,"Mom stands up, concerned. Riley heads to the stands and removes her skates."
719,RILEY,Stop saying everything will be alright!,INT. HOCKEY RINK - BLEACHERS,"Mom stands up, concerned. Riley heads to the stands and removes her skates."
720,JOY,"Hockey? Oh no... no, she loves hockey. She can't give up hockey.","INT. IMAGINATIONLAND, PRESCHOOL WORLD ENTRANCE",Boom! Joy turns around and watches Hockey Island crumble.
721,JOY,"Bing Bong, we have to get to that station.","INT. IMAGINATIONLAND, PRESCHOOL WORLD",Joy pulls out the HOCKEY CORE MEMORY: Riley's first goal.
722,BING BONG,"Sure thing. This way, just past Graham Cracker Castle. Hey. That's weird. Graham Cracker Castle used to be right here. I wonder why they moved it?","INT. IMAGINATIONLAND, PRESCHOOL WORLD",Joy pulls out the HOCKEY CORE MEMORY: Riley's first goal.
723,BING BONG,"Wow, that's not... I would have sworn Sparkle Pony Mountain was right here. Hey, what's going on?","INT. IMAGINATIONLAND, PRESCHOOL WORLD","He walks on, concerned, LEAVING HIS WAGON BEHIND HIM."
724,JOY,"Yeah, yeah, I dunno, we'll have to come back--","INT. IMAGINATIONLAND, PRESCHOOL WORLD","He walks on, concerned, LEAVING HIS WAGON BEHIND HIM."
725,BING BONG,Princess Dream World!,"INT. IMAGINATIONLAND, PRESCHOOL WORLD","He walks on, concerned, LEAVING HIS WAGON BEHIND HIM."
726,BING BONG,Oh no! The Stuffed Animal Hall of Fame!,"INT. IMAGINATIONLAND, PRESCHOOL WORLD",A wrecking ball hits a pink castle. Glitter dust plumes.
727,BING BONG,"My rocket! (running after them) Wait! Riley and I, we're still using that rocket! It still has some song power left!! (sings) Who's your friend who likes to play?","INT. IMAGINATIONLAND, PRESCHOOL WORLD","RIIIP! The head of a bear comes off. Too late, Bing Bong notices some construction workers CARRYING AWAY HIS ROCKET."
728,BING BONG,Nooo!!! No! No! No! You can't take my rocket to the dump! Riley and I are going to the MOON! Ahhh!,"INT. IMAGINATIONLAND, PRESCHOOL WORLD","THE ROCKET RESPONDS weakly, propelling it forward. The workers toss it onto a junk pile. A bulldozer pushes the pile towards the CLIFF EDGE."
729,BING BONG,Riley can't be done with me.,"INT. IMAGINATIONLAND, PRESCHOOL WORLD","Over it goes, into the darkness."
730,JOY,"Hey, it's going to be okay. We can fix this! We just need to get back to Headquarters. Which way to the train station?","INT. IMAGINATIONLAND, PRESCHOOL WORLD","Bing Bong sits, stunned.  Joy approaches gingerly."
731,BING BONG,(still stunned) I had a whole trip planned for us.,"INT. IMAGINATIONLAND, PRESCHOOL WORLD","Bing Bong sits, stunned.  Joy approaches gingerly."
732,JOY,"Hey, who's ticklish, huh? Here comes the tickle monster...","INT. IMAGINATIONLAND, PRESCHOOL WORLD",Joy tries another tactic.
733,JOY,"Hey! Bing Bong, look at this! Dohoioih!","INT. IMAGINATIONLAND, PRESCHOOL WORLD",No response.
734,JOY,"Oh, here's a fun game! You point to the train station and we all go there! Won't that be fun? Come on, let's go to the train station!","INT. IMAGINATIONLAND, PRESCHOOL WORLD",She makes a silly face. Nothing.
735,SADNESS,"(sits beside Bing Bong) I'm sorry they took your rocket. They took something that you loved. It's gone, forever.","INT. IMAGINATIONLAND, PRESCHOOL WORLD","Joy walks off, attempting to lead."
736,JOY,"Sadness, don't make him feel worse.","INT. IMAGINATIONLAND, PRESCHOOL WORLD","Joy walks off, attempting to lead."
737,SADNESS,Sorry.,"INT. IMAGINATIONLAND, PRESCHOOL WORLD","Joy walks off, attempting to lead."
738,BING BONG,It's all I had left of Riley.,"INT. IMAGINATIONLAND, PRESCHOOL WORLD","Joy walks off, attempting to lead."
739,SADNESS,I bet you and Riley had great adventures.,"INT. IMAGINATIONLAND, PRESCHOOL WORLD","Joy walks off, attempting to lead."
740,BING BONG,They were wonderful. Once we flew back in time. We had breakfast twice that day.,"INT. IMAGINATIONLAND, PRESCHOOL WORLD","Joy walks off, attempting to lead."
741,SADNESS,That's sounds amazing. I bet Riley liked it.,"INT. IMAGINATIONLAND, PRESCHOOL WORLD","Joy walks off, attempting to lead."
742,BING BONG,Oh she did. We were best friends.,"INT. IMAGINATIONLAND, PRESCHOOL WORLD","Joy walks off, attempting to lead."
743,SADNESS,Yeah. It's sad.,"INT. IMAGINATIONLAND, PRESCHOOL WORLD","Joy walks off, attempting to lead."
744,BING BONG,"I'm okay now. (stands) C'mon, the train station is this way.","INT. IMAGINATIONLAND, PRESCHOOL WORLD",Bing Bong puts his head on Sadness' shoulder and CRIES. Sadness keeps her arm around him until he's done.
745,JOY,How did you do that?,"INT. IMAGINATIONLAND, PRESCHOOL WORLD",He walks off. Joy and Sadness follow.
746,SADNESS,"I don't know. He was sad, so I listened to what--","INT. IMAGINATIONLAND, PRESCHOOL WORLD",He walks off. Joy and Sadness follow.
747,BING BONG,"Hey, there's the train!","INT. IMAGINATIONLAND, PRESCHOOL WORLD",He walks off. Joy and Sadness follow.
748,JOY,We made it! We're finally going to get home!,INT. TRAIN CAR - DAY,Our trio climb aboard just as the train moves.
749,JOY,Oh no! These Facts and Opinions look so similar!,INT. TRAIN CAR - DAY,"Twirling, she knocks over two boxes labeled FACTS and OPINIONS. Small objects spill out of both."
750,BING BONG,"Eh, don't worry about it -- happens all the time.",INT. TRAIN CAR - DAY,He dumps them into the FACTS box.
751,DISGUST,"On a scale of one to ten, I give this day an F.",INT. HEADQUARTERS,Riley drops her gear and throws herself on her sleeping bag.
752,ANGER,Well why don't we quit standing around and DO something?,INT. HEADQUARTERS,Riley drops her gear and throws herself on her sleeping bag.
753,DISGUST,"Like what, genius?",INT. HEADQUARTERS,Riley drops her gear and throws herself on her sleeping bag.
754,FEAR,Like quitting! That's what I'm doing.,INT. HEADQUARTERS,Fear enters with a suitcase.
755,FEAR,"Sure, it's the coward's way out. But this coward is gonna survive!",INT. HEADQUARTERS,He stomps on the recall button.
756,DISGUST,"Emotions can't quit, genius.",INT. HEADQUARTERS,"The tube drops over him, but pummels Fear with dozens of memories. The tube shuts off and retracts. Fear drops to the floor in pain."
757,DISGUST,Euch! I thought we were supposed to be keeping Riley happy.,INT. HEADQUARTERS,Fear spits up a memory.
758,ANGER,Wait a minute. Wait a minute!,INT. HEADQUARTERS,Fear spits up a memory.
759,ANGER,Ah ha!,INT. HEADQUARTERS,Anger runs to the back and rummages through the ideas.
760,FEAR,What is it?,INT. HEADQUARTERS,Anger runs to the back and rummages through the ideas.
761,ANGER,(holds up the lightbulb) Oh nothing. Just the best idea ever.,INT. HEADQUARTERS,Anger runs to the back and rummages through the ideas.
762,DISGUST,What?,INT. HEADQUARTERS,Anger runs to the back and rummages through the ideas.
763,ANGER,"All the good core memories were made in Minnesota. Ergo, we go back to Minnesota and make more. Ta-da!",INT. HEADQUARTERS,Anger runs to the back and rummages through the ideas.
764,FEAR,Wait. You're saying we run away?,INT. HEADQUARTERS,Anger runs to the back and rummages through the ideas.
765,ANGER,"Well, I wouldn't call it that. I'd call it, The Happy Core Memory Development Program.",INT. HEADQUARTERS,Anger runs to the back and rummages through the ideas.
766,FEAR,You can't be serious.,INT. HEADQUARTERS,Anger runs to the back and rummages through the ideas.
767,ANGER,Hey. Our life was perfect until Mom and Dad decided to move to San Fran Stinktown.,INT. HEADQUARTERS,Anger runs to the back and rummages through the ideas.
768,FEAR,"But, I mean, it's just so drastic!",INT. HEADQUARTERS,Anger runs to the back and rummages through the ideas.
769,ANGER,Need I remind you of how great things were there? Our room? Our back yard? Our friends?,INT. HEADQUARTERS,Anger runs to the back and rummages through the ideas.
770,GUM MEMORY,Tripledent gum will make you smile! Tripledent gum it lasts--,INT. HEADQUARTERS,He punches up a memory. It plays on the screen.
771,ANGER,"Did I ASK for the gum commercial?!?! (he ejects the memory) Anyway, it was better, that's my point.",INT. HEADQUARTERS,He punches up a memory. It plays on the screen.
772,DISGUST,(considering) Riley was happier in Minnesota...,INT. HEADQUARTERS,He punches up a memory. It plays on the screen.
773,FEAR,"Wait, hold on. Shouldn't we just sleep on this or something?",INT. HEADQUARTERS,He punches up a memory. It plays on the screen.
774,ANGER,"Fine. Let's sleep on it. Because hey, I'm sure jolly fun-filled times are just around the corner.",INT. HEADQUARTERS,He punches up a memory. It plays on the screen.
775,JOY,Huh?,EXT. LONG-TERM MEMORY CLIFFS,The train slows to a stop.
776,JOY,Hey hey! Why aren't we moving?,EXT. LONG-TERM MEMORY CLIFFS,The engineer and his assistant hop off the engine.
777,TRAIN ENGINEER,Riley's gone to sleep. We're all on break.,EXT. LONG-TERM MEMORY CLIFFS,The engineer and his assistant hop off the engine.
778,SADNESS,You mean we're stuck here until morning?,EXT. LONG-TERM MEMORY CLIFFS,The engineer and his assistant hop off the engine.
779,BING BONG,"Yeah, the Train of Thought doesn't run while she's asleep.",EXT. LONG-TERM MEMORY CLIFFS,The engineer and his assistant hop off the engine.
780,JOY,"Oh, we can't wait that long!",EXT. LONG-TERM MEMORY CLIFFS,The engineer and his assistant hop off the engine.
781,SADNESS,How about we wake her up?,EXT. LONG-TERM MEMORY CLIFFS,The engineer and his assistant hop off the engine.
782,JOY,"Sadness, that's ridiculous. How could we possibly...",EXT. LONG-TERM MEMORY CLIFFS,The engineer and his assistant hop off the engine.
783,JOY,How about we wake her up!?,EXT. LONG-TERM MEMORY CLIFFS,She follows Sadness' gaze and spots DREAM PRODUCTIONS.
784,SADNESS,"Great idea, Joy.",EXT. LONG-TERM MEMORY CLIFFS,She follows Sadness' gaze and spots DREAM PRODUCTIONS.
785,JOY,Thanks. Come on!,EXT. LONG-TERM MEMORY CLIFFS,She follows Sadness' gaze and spots DREAM PRODUCTIONS.
786,JOY,Whoa! This place is huge.,EXT. DREAM PRODUCTIONS - NIGHT,Pan down from the DREAM PRODUCTIONS GATE: a busy backlot.
787,SADNESS,"Yeah, it looks so much smaller than I expected.",EXT. DREAM PRODUCTIONS - NIGHT,Pan down from the DREAM PRODUCTIONS GATE: a busy backlot.
788,BING BONG,Whoa! I Can Fly? I love that one!,EXT. DREAM PRODUCTIONS - NIGHT,They walk past dream movie posters.
789,JOY,Rainbow Unicorn! She's RIGHT THERE!,EXT. DREAM PRODUCTIONS - NIGHT,Joy spots a Unicorn sitting in a director's chair.
790,SADNESS,My friend says you're famous. She wants your autograph.,EXT. DREAM PRODUCTIONS - NIGHT,Joy tries to play it cool as they walk past.
791,JOY,"No, no, Sadness, don't bother Miss Unicorn, okay? (to unicorn) Sorry, she's from outta town. So embarrassing, right?",EXT. DREAM PRODUCTIONS - NIGHT,Joy tries to play it cool as they walk past.
792,JOY,"I loved you in Fairy Dream Adventure Part 7. Okay, bye. I love you.",EXT. DREAM PRODUCTIONS - NIGHT,She pushes Sadness away. Joy pops back in.
793,BING BONG,"Huh. Wonder what that means. Oh well, let's go in!",DO NOT ENTER WHEN LIGHT FLASHING.,"They reach STAGE B. A sign below a red flashing light reads,"
794,DREAM DIRECTOR,"Set up the classroom set!  Today's memories are in, we've got a lot to work with here. Riley dumped her best friend, had a miserable day at school, and quit hockey. The writers have put together a killer script!",INT. STAGE B - BUSTLING SOUND STAGE,Workers scramble to get ready for the production.  A Director distributes scripts.
795,FEAR,"(grumbling to self) Just because Joy and Sadness are gone, I have to do stupid dream duty...",INT. HEADQUARTERS,Fear enters drinking tea.
796,JOY,"Okay, how are we gonna wake her up?",INT. STAGE B - COSTUME AREA,"Joy, Sadness and Bing Bong watch from behind boxes."
797,SADNESS,"Well, she wakes up sometimes when she has a scary dream. We could scare her.",INT. STAGE B - COSTUME AREA,"Joy, Sadness and Bing Bong watch from behind boxes."
798,JOY,"Scare her? No no, she's been through enough already.",INT. STAGE B - COSTUME AREA,"Joy, Sadness and Bing Bong watch from behind boxes."
799,SADNESS,But Joy--,INT. STAGE B - COSTUME AREA,"Joy, Sadness and Bing Bong watch from behind boxes."
800,JOY,"Sadness you may know your way around down here, but I know Riley! We're gonna make her so happy she'll wake up with exhilaration! We'll excite her awake!",INT. STAGE B - COSTUME AREA,"Joy, Sadness and Bing Bong watch from behind boxes."
801,SADNESS,That's never happened before.,INT. STAGE B - COSTUME AREA,"Joy, Sadness and Bing Bong watch from behind boxes."
802,JOY,"Ooh, Riley loves dogs. Put this on!",INT. STAGE B - COSTUME AREA,Joy spots a nearby dog costume and tosses it to Sadness.
803,SADNESS,I don't think that'll work.,INT. STAGE B - COSTUME AREA,Joy spots a nearby dog costume and tosses it to Sadness.
804,JOY,Bing Bong.,INT. STAGE B - COSTUME AREA,Joy spots a nearby dog costume and tosses it to Sadness.
805,BING BONG,Yeah?,INT. STAGE B - COSTUME AREA,Joy spots a nearby dog costume and tosses it to Sadness.
806,JOY,Don't let anything happen to these.,INT. STAGE B - COSTUME AREA,She gives him the satchel containing the CORE MEMORIES.
807,BING BONG,Got it!,INT. STAGE B - COSTUME AREA,She gives him the satchel containing the CORE MEMORIES.
808,DREAM DIRECTOR,Mm hm.  Add the reality distortion filter.,"INT. STAGE B - STAGE AREA, CLASSROOM SET",DREAM DIRECTOR checks the monitor.
809,DREAM DIRECTOR,"Love it. (to actors) Remember, play to the camera, everyone! Riley is the camera! Makeup, get out of there, we are on in 5,4,3...","INT. STAGE B - STAGE AREA, CLASSROOM SET","A WORKER slips a filter over the camera lens, transforming the MIND WORKERS into replicates of Riley's classmates."
810,EXTRA,"Hello class. Before we begin today's pop quiz, which counts for 90% of your final grade...","INT. STAGE B - STAGE AREA, CLASSROOM SET",A UNION HARP PLAYER strums: the dream is starting. From the camera's POV: the classroom set. STUDENTS at desks. An EXTRA playing Riley's teacher reads cue cards badly.
811,FEAR,"Man, she is one bad actress.",INT. HEADQUARTERS,A UNION HARP PLAYER strums: the dream is starting. From the camera's POV: the classroom set. STUDENTS at desks. An EXTRA playing Riley's teacher reads cue cards badly.
812,EXTRA,...I want to introduce our new student. Riley. Would you like to stand up and introduce yourself?,INT. STAGE B - CLASSROOM SET,The CUE CARD GUY flips over the next card.
813,DREAM DIRECTOR,Camera.,INT. STAGE B - CLASSROOM SET,The CUE CARD GUY flips over the next card.
814,DREAM DIRECTOR,And... cue Riley.,INT. STAGE B - CLASSROOM SET,The camera adjusts as if Riley is standing.
815,RILEY VOICE,"My name's Riley Andersen, I'm from Minnesota and now I live here.",INT. STAGE B - CLASSROOM SET,A CREW MEMBER clears his throat and reads into a megaphone.
816,DREAM STUDENT #1,"Ew, look! Her teeth are falling out!",INT. STAGE B - CLASSROOM SET,A STUDENT points to the camera.
